School_ID,Short_Name,Long_Name,School_Type,Primary_Category,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Progress_Report_Year,Blue_Ribbon_Award_Year,Excelerate_Award_Gold_Year,Spot_Light_Award_Year,Improvement_Award_Year,Excellence_Award_Year,Student_Growth_Rating,Student_Growth_Description,Growth_Reading_Grades_Tested_Pct_ES,Growth_Reading_Grades_Tested_Label_ES,Growth_Math_Grades_Tested_Pct_ES,Growth_Math_Grades_Tested_Label_ES,Student_Attainment_Rating,Student_Attainment_Description,Attainment_Reading_Pct_ES,Attainment_Reading_Lbl_ES,Attainment_Math_Pct_ES,Attainment_Math_Lbl_ES,Culture_Climate_Rating,Culture_Climate_Description,School_Survey_Student_Response_Rate_Pct,School_Survey_Student_Response_Rate_Avg_Pct,School_Survey_Teacher_Response_Rate_Pct,School_Survey_Teacher_Response_Rate_Avg_Pct,School_Survey_Parent_Response_Rate_Pct,School_Survey_Parent_Response_Rate_Avg_Pct,Healthy_School_Certification,Healthy_School_Certification_Description,Creative_School_Certification,Creative_School_Certification_Description,NWEA_Reading_Growth_Grade_3_Pct,NWEA_Reading_Growth_Grade_3_Lbl,NWEA_Reading_Growth_Grade_4_Pct,NWEA_Reading_Growth_Grade_4_Lbl,NWEA_Reading_Growth_Grade_5_Pct,NWEA_Reading_Growth_Grade_5_Lbl,NWEA_Reading_Growth_Grade_6_Pct,NWEA_Reading_Growth_Grade_6_Lbl,NWEA_Reading_Growth_Grade_7_Pct,NWEA_Reading_Growth_Grade_7_Lbl,NWEA_Reading_Growth_Grade_8_Pct,NWEA_Reading_Growth_Grade_8_Lbl,NWEA_Math_Growth_Grade_3_Pct,NWEA_Math_Growth_Grade_3_Lbl,NWEA_Math_Growth_Grade_4_Pct,NWEA_Math_Growth_Grade_4_Lbl,NWEA_Math_Growth_Grade_5_Pct,NWEA_Math_Growth_Grade_5_Lbl,NWEA_Math_Growth_Grade_6_Pct,NWEA_Math_Growth_Grade_6_Lbl,NWEA_Math_Growth_Grade_7_Pct,NWEA_Math_Growth_Grade_7_Lbl,NWEA_Math_Growth_Grade_8_Pct,NWEA_Math_Growth_Grade_8_Lbl,NWEA_Reading_Attainment_Grade_2_Pct,NWEA_Reading_Attainment_Grade_2_Lbl,NWEA_Reading_Attainment_Grade_3_Pct,NWEA_Reading_Attainment_Grade_3_Lbl,NWEA_Reading_Attainment_Grade_4_Pct,NWEA_Reading_Attainment_Grade_4_Lbl,NWEA_Reading_Attainment_Grade_5_Pct,NWEA_Reading_Attainment_Grade_5_Lbl,NWEA_Reading_Attainment_Grade_6_Pct,NWEA_Reading_Attainment_Grade_6_Lbl,NWEA_Reading_Attainment_Grade_7_Pct,NWEA_Reading_Attainment_Grade_7_Lbl,NWEA_Reading_Attainment_Grade_8_Pct,NWEA_Reading_Attainment_Grade_8_Lbl,NWEA_Math_Attainment_Grade_2_Pct,NWEA_Math_Attainment_Grade_2_Lbl,NWEA_Math_Attainment_Grade_3_Pct,NWEA_Math_Attainment_Grade_3_Lbl,NWEA_Math_Attainment_Grade_4_Pct,NWEA_Math_Attainment_Grade_4_Lbl,NWEA_Math_Attainment_Grade_5_Pct,NWEA_Math_Attainment_Grade_5_Lbl,NWEA_Math_Attainment_Grade_6_Pct,NWEA_Math_Attainment_Grade_6_Lbl,NWEA_Math_Attainment_Grade_7_Pct,NWEA_Math_Attainment_Grade_7_Lbl,NWEA_Math_Attainment_Grade_8_Pct,NWEA_Math_Attainment_Grade_8_Lbl,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,Suspensions_Per_100_Students_Year_1_Pct,Suspensions_Per_100_Students_Year_2_Pct,Suspensions_Per_100_Students_Avg_Pct,Misconducts_To_Suspensions_Year_1_Pct,Misconducts_To_Suspensions_Year_2_Pct,Misconducts_To_Suspensions_Avg_Pct,Average_Length_Suspension_Year_1_Pct,Average_Length_Suspension_Year_2_Pct,Average_Length_Suspension_Avg_Pct,Behavior_Discipline_Year_1,Behavior_Discipline_Year_2,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Student_Attendance_Year_1_Pct,Student_Attendance_Year_2_Pct,Student_Attendance_Avg_Pct,Teacher_Attendance_Year_1_Pct,Teacher_Attendance_Year_2_Pct,Teacher_Attendance_Avg_Pct,One_Year_Dropout_Rate_Year_1_Pct,One_Year_Dropout_Rate_Year_2_Pct,One_Year_Dropout_Rate_Avg_Pct,Other_Metrics_Year_1,Other_Metrics_Year_2,Freshmen_On_Track_School_Pct_Year_2,Freshmen_On_Track_CPS_Pct_Year_2,Freshmen_On_Track_School_Pct_Year_1,Freshmen_On_Track_CPS_Pct_Year_1,Graduation_4_Year_School_Pct_Year_2,Graduation_4_Year_CPS_Pct_Year_2,Graduation_4_Year_School_Pct_Year_1,Graduation_4_Year_CPS_Pct_Year_1,Graduation_5_Year_School_Pct_Year_2,Graduation_5_Year_CPS_Pct_Year_2,Graduation_5_Year_School_Pct_Year_1,Graduation_5_Year_CPS_Pct_Year_1,College_Enrollment_School_Pct_Year_2,College_Enrollment_CPS_Pct_Year_2,College_Enrollment_School_Pct_Year_1,College_Enrollment_CPS_Pct_Year_1,College_Persistence_School_Pct_Year_2,College_Persistence_CPS_Pct_Year_2,College_Persistence_School_Pct_Year_1,College_Persistence_CPS_Pct_Year_1,Progress_Toward_Graduation_Year_1,Progress_Toward_Graduation_Year_2,State_School_Report_Card_URL,Mobility_Rate_Pct,Chronic_Truancy_Pct,Empty_Progress_Report_Message,School_Survey_Rating_Description,Supportive_School_Award,Supportive_School_Award_Desc,Parent_Survey_Results_Year,School_Latitude,School_Longitude,PSAT_Grade_9_Score_School_Avg,PSAT_Grade_10_Score_School_Avg,SAT_Grade_11_Score_School_Avg,SAT_Grade_11_Score_CPS_Avg,Growth_PSAT_Grade_9_School_Pct,Growth_PSAT_Grade_9_School_Lbl,Growth_PSAT_Reading_Grade_10_School_Pct,Growth_PSAT_Reading_Grade_10_School_Lbl,Growth_SAT_Grade_11_School_Pct,Growth_SAT_Grade_11_School_Lbl,Attainment_PSAT_Grade_9_School_Pct,Attainment_PSAT_Grade_9_School_Lbl,Attainment_PSAT_Grade_10_School_Pct,Attainment_PSAT_Grade_10_School_Lbl,Attainment_SAT_Grade_11_School_Pct,Attainment_SAT_Grade_11_School_Lbl,Attainment_All_Grades_School_Pct,Attainment_All_Grades_School_Lbl,Growth_PSAT_Math_Grade_10_School_Pct,Growth_PSAT_Math_Grade_10_School_Lbl,Growth_SAT_Reading_Grade_11_School_Pct,Growth_SAT_Reading_Grade_11_School_Lbl,Growth_SAT_Math_Grade_11_School_Pct,Growth_SAT_Math_Grade_11_School_Lbl
400161,CHICAGO COLLEGIATE,Chicago Collegiate Charter School,Charter,HS,11816 S INDIANA,Chicago,Illinois,60628,773-536-9098,773-264-5792,https://www.cps.edu/schools/schoolprofiles/400161,https://chicagocollegiate.org,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",95.8,73,83.3,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,WEAK,STRONG,STRONG,STRONG,WEAK,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,87,80.3,86.9,,,92.5,4.1,4.4,6.1,2021,2022,94.4,88.8,71.7,86.7,74.3,82.9,78.9,80.2,81.6,84,,,57.7,61.8,,,,,,,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025236C,18.1,75.8,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022,41.679318,-87.617968,,,,,,,,,,,,,,,,,,,,,,,,
400162,INTRINSIC HS,Intrinsic Charter School,Charter,HS,4540 W BELMONT AVE,Chicago,Illinois,60641,708-887-2735,708-887-2812,https://www.cps.edu/schools/schoolprofiles/400162,https://intrinsicschools.org,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,WELL ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",87.7,73,85.5,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERY STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,92.9,89.3,86.9,,,92.5,3.3,0.6,6.1,2021,2022,81.8,88.8,90.2,86.7,90.2,82.9,46.5,80.2,92.4,84,93.2,83.8,68.7,61.8,70.6,61.9,69.9,71.2,55.7,71.7,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025022C,3.5,37.7,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022,41.938988,-87.741129,,,,,,,,,,,,,,,,,,,,,,,,
400163,KIPP - BLOOM,KIPP Chicago Charter School - KIPP Bloom,Charter,ES,5515 S LOWE AVE,Chicago,Illinois,60621,773-938-8565,773-783-6910,https://www.cps.edu/schools/schoolprofiles/400163,https://www.kippchicago.org,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",76.1,73,81,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,91.5,89,86.9,,,92.5,,,,2021,2022,,,,,,,,,,,,,,,,,,,,,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025103C,8.9,41.2,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022,41.793556,-87.639967,,,,,,,,,,,,,,,,,,,,,,,,
400164,INSTITUTO - JUSTICE HS,Instituto - Justice and Leadership,Charter,HS,2570 S BLUE ISLAND AVE,Chicago,Illinois,60608,773-890-8060,773-890-1537,https://www.cps.edu/schools/schoolprofiles/400164,https://ijla.org,2022,,,,,,,"Average fall-to-spring, fall-to-winter, or winter-to-spring growth percentile of students on the STAR reading and math assessments.",,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,NOT ENOUGH DATA,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",31.9,73,55.6,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,54.5,43.6,86.9,,,92.5,1.3,38.3,6.1,2021,2022,,,,,,,,,,,,,16.3,61.8,11.8,61.9,,,36.4,71.7,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025020C,69.2,93.5,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022,41.845957,-87.685903,,,,,,,,,,,,,,,,,,,,,,,,
400165,LEARN - MIDDLE,L.E.A.R.N. - Middle School Campus,Charter,ES,3021 W CARROLL AVE,Chicago,Illinois,60612,773-584-4300,773-826-7933,https://www.cps.edu/schools/schoolprofiles/400165,http://www.learncharter.org,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",79.8,73,83.3,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEAK,NEUTRAL,STRONG,STRONG,NEUTRAL,VERY WEAK,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,94.5,89.9,86.9,,,92.5,,,,2021,2022,,,,,,,,,,,,,,,,,,,,,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025109C,3.1,40.4,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022,41.887413,-87.702704,,,,,,,,,,,,,,,,,,,,,,,,
400167,HORIZON - SOUTHWEST,Horizon Science Academy Southwest Chicago Charter,Charter,ES,5401 S WESTERN AVE,Chicago,Illinois,60609,773-498-3355,773-498-4984,https://www.cps.edu/schools/schoolprofiles/400167,https://www.hsaswchicago.org,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,MODERATELY ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",51.4,73,87.8,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,95.3,91.2,86.9,,,92.5,1.5,1.2,6.1,2021,2022,75.4,88.8,68.1,86.7,85.7,82.9,37.5,80.2,93.8,84,85.1,83.8,50,61.8,58.6,61.9,70.6,71.2,55,71.7,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025240C,8.1,31.3,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022,41.795201,-87.683963,,,,,,,,,,,,,,,,,,,,,,,,
400168,GREAT LAKES,Great Lakes Academy Charter School,Charter,ES,8401 S SAGINAW AVE,Chicago,Illinois,60617,773-530-3040,224-304-2218,https://www.cps.edu/schools/schoolprofiles/400168,http://www.glachicago.org/,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NOT YET ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",86.1,73,67.4,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEAK,WEAK,NEUTRAL,WEAK,VERY WEAK,WEAK,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,89.8,91,86.9,,,92.5,,,,2021,2022,,,,,,,,,,,,,,,,,,,,,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025241C,5.9,29.5,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022,41.742671,-87.559907,,,,,,,,,,,,,,,,,,,,,,,,
400169,NOBLE - ITW SPEER HS,Noble - ITW David Speer Academy,Charter,HS,5321 W GRAND AVE,Chicago,Illinois,60639,773-622-7484,773-304-2700,https://www.cps.edu/schools/schoolprofiles/400169,https://nobleschools.org/speer,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",80.4,73,63.8,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,STRONG,STRONG,NEUTRAL,WEAK,WEAK,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,79,86.4,86.9,,,92.5,1.5,0.7,6.1,2021,2022,96.3,88.8,92.9,86.7,89.2,82.9,89.7,80.2,91.2,84,88.6,83.8,67.5,61.8,83.1,61.9,70.4,71.2,73.9,71.7,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025042C,2.3,48.4,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022,41.92563,-87.769808,,,,,,,,,,,,,,,,,,,,,,,,
400170,NOBLE - ACADEMY HS,Noble - The Noble Academy,Charter,HS,1443 N OGDEN AVE,Chicago,Illinois,60610,312-574-1527,708-575-4217,https://www.cps.edu/schools/schoolprofiles/400170,https://nobleschools.org/nobleacademy,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,MODERATELY ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",55.8,73,81.8,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,STRONG,NEUTRAL,WEAK,WEAK,WEAK,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,75.3,85.2,86.9,,,92.5,3.9,0.7,6.1,2021,2022,93,88.8,74.1,86.7,89.6,82.9,86.1,80.2,88.9,84,88.3,83.8,75.5,61.8,79.8,61.9,64.8,71.2,72.1,71.7,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025043C,8.9,58.6,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022,41.906879,-87.645577,,,,,,,,,,,,,,,,,,,,,,,,
400172,ASPIRA - BUSINESS & FINANCE HS,ASPIRA Business and Finance,Charter,HS,2989 N MILWAUKEE AVE,Chicago,Illinois,60618,773-243-1820,773-243-1820,https://www.cps.edu/schools/schoolprofiles/400172,https://abfhs.aspirail.org,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,NOT YET ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",66.9,73,62.8,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERY WEAK,NEUTRAL,NEUTRAL,VERY WEAK,WEAK,WEAK,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,78.8,79.6,86.9,,,92.5,2.2,4.9,6.1,2021,2022,77.6,88.8,73,86.7,78.7,82.9,45.1,80.2,70.7,84,88.7,83.8,36.9,61.8,37.9,61.9,57.4,71.2,57.6,71.7,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=15016299025079C,14,65.9,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022,41.935726,-87.718204,,,,,,,,,,,,,,,,,,,,,,,,
400173,PATHWAYS - BRIGHTON PARK HS,Pathways in Education- Brighton Park,Citywide-Option,HS,3124 W 47TH ST,Chicago,Illinois,60632,773-579-1220,773-579-1224,https://www.cps.edu/schools/schoolprofiles/400173,https://pathwaysineducation.org,2022,,,,,,,"Average fall-to-spring, fall-to-winter, or winter-to-spring growth percentile of students on the STAR reading and math assessments.",,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,PARTIALLY ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",55.8,73,99.9,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,NEUTRAL,VERY WEAK,NEUTRAL,NEUTRAL,NEUTRAL,,,5.4,,,13.8,,,2.2 days,2021,2021,,,,72.9,57.2,86.9,,,92.5,35.5,35.6,6.1,2021,2022,,,,,14.3,82.9,10,80.2,20,84,,,23.9,61.8,16.7,61.9,45.5,71.2,50,71.7,2021,2022,http://iirc.niu.edu/School.aspx?schoolid=150162990259510,,,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022,41.808226,-87.702645,,,,,,,,,,,,,,,,,,,,,,,,
